runId,found,totalTimeMs,fitness,heuristic,nbWires,nbComparators,limit,SUBSUMPTION,FITNESS_RANDOM,VARIANCE_RANDOM
18,1,265,FitnessArticleFormula,Greedy,7,16,200,false,true,false
19,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
19,1,0,FitnessArticleFormula,Greedy,4,5,200,false,true,false
19,1,3,FitnessArticleFormula,Greedy,5,9,200,false,true,false
19,1,20,FitnessArticleFormula,Greedy,6,12,200,false,true,false
19,1,264,FitnessArticleFormula,Greedy,7,16,200,false,true,false
20,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
20,1,7,FitnessArticleFormula,Greedy,4,5,200,false,true,false
20,1,7,FitnessArticleFormula,Greedy,5,9,200,false,true,false
20,1,15,FitnessArticleFormula,Greedy,6,12,200,false,true,false
20,1,260,FitnessArticleFormula,Greedy,7,16,200,false,true,false
21,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
21,1,0,FitnessArticleFormula,Greedy,4,5,200,false,true,false
21,1,15,FitnessArticleFormula,Greedy,5,9,200,false,true,false
21,1,19,FitnessArticleFormula,Greedy,6,12,200,false,true,false
21,1,267,FitnessArticleFormula,Greedy,7,16,200,false,true,false
22,1,1,FitnessArticleFormula,Greedy,3,3,200,false,true,false
22,1,0,FitnessArticleFormula,Greedy,4,5,200,false,true,false
22,1,13,FitnessArticleFormula,Greedy,5,9,200,false,true,false
22,1,21,FitnessArticleFormula,Greedy,6,12,200,false,true,false
22,1,263,FitnessArticleFormula,Greedy,7,16,200,false,true,false
23,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
23,1,0,FitnessArticleFormula,Greedy,4,5,200,false,true,false
23,1,16,FitnessArticleFormula,Greedy,5,9,200,false,true,false
23,1,22,FitnessArticleFormula,Greedy,6,12,200,false,true,false
23,1,258,FitnessArticleFormula,Greedy,7,16,200,false,true,false
24,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
24,1,13,FitnessArticleFormula,Greedy,4,5,200,false,true,false
24,1,9,FitnessArticleFormula,Greedy,5,9,200,false,true,false
24,1,22,FitnessArticleFormula,Greedy,6,12,200,false,true,false
24,1,266,FitnessArticleFormula,Greedy,7,16,200,false,true,false
25,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
25,1,0,FitnessArticleFormula,Greedy,4,5,200,false,true,false
25,1,16,FitnessArticleFormula,Greedy,5,9,200,false,true,false
25,1,15,FitnessArticleFormula,Greedy,6,12,200,false,true,false
25,1,286,FitnessArticleFormula,Greedy,7,16,200,false,true,false
26,1,0,FitnessArticleFormula,Greedy,3,3,200,false,true,false
26,1,16,FitnessArticleFormula,Greedy,4,5,200,false,true,false
26,1,16,FitnessArticleFormula,Greedy,5,9,200,false,true,false
