runId,found,totalTimeMs,fitness,heuristic,nbWires,nbComparators,SUBSUMPTION,FITNESS_RANDOM,VARIANCE_RANDOM
21,1,87944,FitnessBad0,Greedy,16,60,true,false,false
22,1,6,FitnessBad0,Greedy,8,19,true,false,false
22,1,189,FitnessBad0,Greedy,9,25,true,false,false
22,0,1856,FitnessBad0,Greedy,10,29,true,false,false
22,1,6789,FitnessBad0,Greedy,11,35,true,false,false
22,1,9062,FitnessBad0,Greedy,12,39,true,false,false
22,1,27154,FitnessBad0,Greedy,13,45,true,false,false
22,1,41678,FitnessBad0,Greedy,14,51,true,false,false
22,1,78058,FitnessBad0,Greedy,15,56,true,false,false
22,1,88179,FitnessBad0,Greedy,16,60,true,false,false
23,1,5,FitnessBad0,Greedy,8,19,true,false,false
23,1,216,FitnessBad0,Greedy,9,25,true,false,false
23,0,1867,FitnessBad0,Greedy,10,29,true,false,false
23,1,7054,FitnessBad0,Greedy,11,35,true,false,false
23,1,8728,FitnessBad0,Greedy,12,39,true,false,false
23,1,27308,FitnessBad0,Greedy,13,45,true,false,false
23,1,41517,FitnessBad0,Greedy,14,51,true,false,false
23,1,78743,FitnessBad0,Greedy,15,56,true,false,false
23,1,87552,FitnessBad0,Greedy,16,60,true,false,false
24,1,6,FitnessBad0,Greedy,8,19,true,false,false
24,1,185,FitnessBad0,Greedy,9,25,true,false,false
24,0,1841,FitnessBad0,Greedy,10,29,true,false,false
24,1,7095,FitnessBad0,Greedy,11,35,true,false,false
24,1,8904,FitnessBad0,Greedy,12,39,true,false,false
24,1,28592,FitnessBad0,Greedy,13,45,true,false,false
24,1,41237,FitnessBad0,Greedy,14,51,true,false,false
24,1,78134,FitnessBad0,Greedy,15,56,true,false,false
24,1,88204,FitnessBad0,Greedy,16,60,true,false,false
25,1,8,FitnessBad0,Greedy,8,19,true,false,false
25,1,185,FitnessBad0,Greedy,9,25,true,false,false
25,0,1859,FitnessBad0,Greedy,10,29,true,false,false
25,1,6692,FitnessBad0,Greedy,11,35,true,false,false
25,1,8828,FitnessBad0,Greedy,12,39,true,false,false
25,1,27592,FitnessBad0,Greedy,13,45,true,false,false
25,1,41472,FitnessBad0,Greedy,14,51,true,false,false
25,1,78141,FitnessBad0,Greedy,15,56,true,false,false
25,1,88416,FitnessBad0,Greedy,16,60,true,false,false
26,1,6,FitnessBad0,Greedy,8,19,true,false,false
26,1,204,FitnessBad0,Greedy,9,25,true,false,false
26,0,1873,FitnessBad0,Greedy,10,29,true,false,false
26,1,6993,FitnessBad0,Greedy,11,35,true,false,false
26,1,8926,FitnessBad0,Greedy,12,39,true,false,false
26,1,27168,FitnessBad0,Greedy,13,45,true,false,false
26,1,41276,FitnessBad0,Greedy,14,51,true,false,false
26,1,77768,FitnessBad0,Greedy,15,56,true,false,false
26,1,87429,FitnessBad0,Greedy,16,60,true,false,false
27,1,6,FitnessBad0,Greedy,8,19,true,false,false
27,1,221,FitnessBad0,Greedy,9,25,true,false,false
27,0,1878,FitnessBad0,Greedy,10,29,true,false,false
27,1,7077,FitnessBad0,Greedy,11,35,true,false,false
27,1,8901,FitnessBad0,Greedy,12,39,true,false,false
27,1,27073,FitnessBad0,Greedy,13,45,true,false,false
27,1,41945,FitnessBad0,Greedy,14,51,true,false,false
27,1,77750,FitnessBad0,Greedy,15,56,true,false,false
27,1,87724,FitnessBad0,Greedy,16,60,true,false,false
28,1,9,FitnessBad0,Greedy,8,19,true,false,false
28,1,214,FitnessBad0,Greedy,9,25,true,false,false
28,0,1843,FitnessBad0,Greedy,10,29,true,false,false
28,1,6971,FitnessBad0,Greedy,11,35,true,false,false
28,1,9017,FitnessBad0,Greedy,12,39,true,false,false
28,1,27214,FitnessBad0,Greedy,13,45,true,false,false
28,1,41435,FitnessBad0,Greedy,14,51,true,false,false
28,1,78927,FitnessBad0,Greedy,15,56,true,false,false
28,1,87055,FitnessBad0,Greedy,16,60,true,false,false
29,1,10,FitnessBad0,Greedy,8,19,true,false,false
29,1,216,FitnessBad0,Greedy,9,25,true,false,false
29,0,1850,FitnessBad0,Greedy,10,29,true,false,false
29,1,7019,FitnessBad0,Greedy,11,35,true,false,false
29,1,9088,FitnessBad0,Greedy,12,39,true,false,false
29,1,27439,FitnessBad0,Greedy,13,45,true,false,false
29,1,41771,FitnessBad0,Greedy,14,51,true,false,false
29,1,77805,FitnessBad0,Greedy,15,56,true,false,false
29,1,88030,FitnessBad0,Greedy,16,60,true,false,false
30,1,6,FitnessBad0,Greedy,8,19,true,false,false
30,1,190,FitnessBad0,Greedy,9,25,true,false,false
30,0,1838,FitnessBad0,Greedy,10,29,true,false,false
30,1,7099,FitnessBad0,Greedy,11,35,true,false,false
30,1,8816,FitnessBad0,Greedy,12,39,true,false,false
30,1,27440,FitnessBad0,Greedy,13,45,true,false,false
30,1,41479,FitnessBad0,Greedy,14,51,true,false,false
30,1,77876,FitnessBad0,Greedy,15,56,true,false,false
30,1,87395,FitnessBad0,Greedy,16,60,true,false,false
1,1,9,FitnessBad0,Greedy,8,19,true,false,false
1,1,211,FitnessBad0,Greedy,9,25,true,false,false
1,0,1557,FitnessBad0,Greedy,10,29,true,false,false
1,1,5760,FitnessBad0,Greedy,11,35,true,false,false
1,1,7321,FitnessBad0,Greedy,12,39,true,false,false
1,1,21951,FitnessBad0,Greedy,13,45,true,false,false
1,1,33942,FitnessBad0,Greedy,14,51,true,false,false
1,1,64155,FitnessBad0,Greedy,15,56,true,false,false
1,1,71454,FitnessBad0,Greedy,16,60,true,false,false
2,1,9,FitnessBad0,Greedy,8,19,true,false,false
2,1,202,FitnessBad0,Greedy,9,25,true,false,false
2,0,1820,FitnessBad0,Greedy,10,29,true,false,false
2,1,5304,FitnessBad0,Greedy,11,35,true,false,false
2,1,7323,FitnessBad0,Greedy,12,39,true,false,false
2,1,22087,FitnessBad0,Greedy,13,45,true,false,false
2,1,33770,FitnessBad0,Greedy,14,51,true,false,false
2,1,64396,FitnessBad0,Greedy,15,56,true,false,false
2,1,71312,FitnessBad0,Greedy,16,60,true,false,false
3,1,9,FitnessBad0,Greedy,8,19,true,false,false
3,1,212,FitnessBad0,Greedy,9,25,true,false,false
3,0,1582,FitnessBad0,Greedy,10,29,true,false,false
3,1,5532,FitnessBad0,Greedy,11,35,true,false,false
3,1,7223,FitnessBad0,Greedy,12,39,true,false,false
3,1,22297,FitnessBad0,Greedy,13,45,true,false,false
3,1,33350,FitnessBad0,Greedy,14,51,true,false,false
3,1,63842,FitnessBad0,Greedy,15,56,true,false,false
3,1,71402,FitnessBad0,Greedy,16,60,true,false,false
4,1,10,FitnessBad0,Greedy,8,19,true,false,false
4,1,212,FitnessBad0,Greedy,9,25,true,false,false
4,0,1650,FitnessBad0,Greedy,10,29,true,false,false
4,1,5646,FitnessBad0,Greedy,11,35,true,false,false
4,1,7113,FitnessBad0,Greedy,12,39,true,false,false
4,1,22022,FitnessBad0,Greedy,13,45,true,false,false
4,1,33818,FitnessBad0,Greedy,14,51,true,false,false
4,1,63836,FitnessBad0,Greedy,15,56,true,false,false
4,1,73332,FitnessBad0,Greedy,16,60,true,false,false
5,1,10,FitnessBad0,Greedy,8,19,true,false,false
5,1,219,FitnessBad0,Greedy,9,25,true,false,false
5,0,1612,FitnessBad0,Greedy,10,29,true,false,false
5,1,5507,FitnessBad0,Greedy,11,35,true,false,false
5,1,7327,FitnessBad0,Greedy,12,39,true,false,false
5,1,22104,FitnessBad0,Greedy,13,45,true,false,false
5,1,33642,FitnessBad0,Greedy,14,51,true,false,false
5,1,64370,FitnessBad0,Greedy,15,56,true,false,false
5,1,71572,FitnessBad0,Greedy,16,60,true,false,false
6,1,7,FitnessBad0,Greedy,8,19,true,false,false
6,1,240,FitnessBad0,Greedy,9,25,true,false,false
6,0,1763,FitnessBad0,Greedy,10,29,true,false,false
6,1,5816,FitnessBad0,Greedy,11,35,true,false,false
6,1,7241,FitnessBad0,Greedy,12,39,true,false,false
6,1,21910,FitnessBad0,Greedy,13,45,true,false,false
6,1,33721,FitnessBad0,Greedy,14,51,true,false,false
6,1,64548,FitnessBad0,Greedy,15,56,true,false,false
6,1,71668,FitnessBad0,Greedy,16,60,true,false,false
7,1,6,FitnessBad0,Greedy,8,19,true,false,false
7,1,212,FitnessBad0,Greedy,9,25,true,false,false
7,0,1866,FitnessBad0,Greedy,10,29,true,false,false
7,1,5453,FitnessBad0,Greedy,11,35,true,false,false
7,1,7207,FitnessBad0,Greedy,12,39,true,false,false
7,1,22122,FitnessBad0,Greedy,13,45,true,false,false
7,1,33668,FitnessBad0,Greedy,14,51,true,false,false
7,1,63993,FitnessBad0,Greedy,15,56,true,false,false
7,1,71921,FitnessBad0,Greedy,16,60,true,false,false
8,1,6,FitnessBad0,Greedy,8,19,true,false,false
8,1,204,FitnessBad0,Greedy,9,25,true,false,false
8,0,1586,FitnessBad0,Greedy,10,29,true,false,false
8,1,5525,FitnessBad0,Greedy,11,35,true,false,false
8,1,7193,FitnessBad0,Greedy,12,39,true,false,false
8,1,21999,FitnessBad0,Greedy,13,45,true,false,false
8,1,33887,FitnessBad0,Greedy,14,51,true,false,false
8,1,64051,FitnessBad0,Greedy,15,56,true,false,false
8,1,71536,FitnessBad0,Greedy,16,60,true,false,false
9,1,6,FitnessBad0,Greedy,8,19,true,false,false
9,1,212,FitnessBad0,Greedy,9,25,true,false,false
9,0,1556,FitnessBad0,Greedy,10,29,true,false,false
9,1,5534,FitnessBad0,Greedy,11,35,true,false,false
9,1,7417,FitnessBad0,Greedy,12,39,true,false,false
9,1,22156,FitnessBad0,Greedy,13,45,true,false,false
9,1,33901,FitnessBad0,Greedy,14,51,true,false,false
9,1,63635,FitnessBad0,Greedy,15,56,true,false,false
9,1,71015,FitnessBad0,Greedy,16,60,true,false,false
10,1,7,FitnessBad0,Greedy,8,19,true,false,false
10,1,212,FitnessBad0,Greedy,9,25,true,false,false
10,0,1546,FitnessBad0,Greedy,10,29,true,false,false
10,1,5533,FitnessBad0,Greedy,11,35,true,false,false
10,1,7439,FitnessBad0,Greedy,12,39,true,false,false
10,1,21845,FitnessBad0,Greedy,13,45,true,false,false
10,1,33602,FitnessBad0,Greedy,14,51,true,false,false
10,1,63954,FitnessBad0,Greedy,15,56,true,false,false
10,1,72208,FitnessBad0,Greedy,16,60,true,false,false
11,1,6,FitnessBad0,Greedy,8,19,true,false,false
11,1,204,FitnessBad0,Greedy,9,25,true,false,false
11,0,1685,FitnessBad0,Greedy,10,29,true,false,false
11,1,5907,FitnessBad0,Greedy,11,35,true,false,false
11,1,7203,FitnessBad0,Greedy,12,39,true,false,false
11,1,21937,FitnessBad0,Greedy,13,45,true,false,false
11,1,33885,FitnessBad0,Greedy,14,51,true,false,false
11,1,63770,FitnessBad0,Greedy,15,56,true,false,false
11,1,71670,FitnessBad0,Greedy,16,60,true,false,false
12,1,6,FitnessBad0,Greedy,8,19,true,false,false
12,1,201,FitnessBad0,Greedy,9,25,true,false,false
12,0,1686,FitnessBad0,Greedy,10,29,true,false,false
12,1,5422,FitnessBad0,Greedy,11,35,true,false,false
12,1,7512,FitnessBad0,Greedy,12,39,true,false,false
12,1,22547,FitnessBad0,Greedy,13,45,true,false,false
12,1,33631,FitnessBad0,Greedy,14,51,true,false,false
12,1,64211,FitnessBad0,Greedy,15,56,true,false,false
12,1,71911,FitnessBad0,Greedy,16,60,true,false,false
13,1,7,FitnessBad0,Greedy,8,19,true,false,false
13,1,209,FitnessBad0,Greedy,9,25,true,false,false
13,0,1681,FitnessBad0,Greedy,10,29,true,false,false
13,1,5590,FitnessBad0,Greedy,11,35,true,false,false
13,1,7243,FitnessBad0,Greedy,12,39,true,false,false
13,1,21792,FitnessBad0,Greedy,13,45,true,false,false
13,1,33214,FitnessBad0,Greedy,14,51,true,false,false
13,1,64463,FitnessBad0,Greedy,15,56,true,false,false
13,1,71427,FitnessBad0,Greedy,16,60,true,false,false
14,1,17,FitnessBad0,Greedy,8,19,true,false,false
14,1,216,FitnessBad0,Greedy,9,25,true,false,false
14,0,1539,FitnessBad0,Greedy,10,29,true,false,false
14,1,5518,FitnessBad0,Greedy,11,35,true,false,false
14,1,7305,FitnessBad0,Greedy,12,39,true,false,false
14,1,22030,FitnessBad0,Greedy,13,45,true,false,false
14,1,33463,FitnessBad0,Greedy,14,51,true,false,false
14,1,63956,FitnessBad0,Greedy,15,56,true,false,false
14,1,71393,FitnessBad0,Greedy,16,60,true,false,false
15,1,6,FitnessBad0,Greedy,8,19,true,false,false
15,1,204,FitnessBad0,Greedy,9,25,true,false,false
15,0,1773,FitnessBad0,Greedy,10,29,true,false,false
15,1,5452,FitnessBad0,Greedy,11,35,true,false,false
15,1,7236,FitnessBad0,Greedy,12,39,true,false,false
15,1,22014,FitnessBad0,Greedy,13,45,true,false,false
15,1,33699,FitnessBad0,Greedy,14,51,true,false,false
15,1,63414,FitnessBad0,Greedy,15,56,true,false,false
15,1,71077,FitnessBad0,Greedy,16,60,true,false,false
16,1,0,FitnessBad0,Greedy,8,19,true,false,false
16,1,227,FitnessBad0,Greedy,9,25,true,false,false
16,0,1709,FitnessBad0,Greedy,10,29,true,false,false
16,1,5463,FitnessBad0,Greedy,11,35,true,false,false
16,1,7435,FitnessBad0,Greedy,12,39,true,false,false
16,1,21936,FitnessBad0,Greedy,13,45,true,false,false
16,1,33884,FitnessBad0,Greedy,14,51,true,false,false
16,1,64310,FitnessBad0,Greedy,15,56,true,false,false
16,1,71910,FitnessBad0,Greedy,16,60,true,false,false
17,1,5,FitnessBad0,Greedy,8,19,true,false,false
17,1,222,FitnessBad0,Greedy,9,25,true,false,false
17,0,1823,FitnessBad0,Greedy,10,29,true,false,false
17,1,5369,FitnessBad0,Greedy,11,35,true,false,false
17,1,7223,FitnessBad0,Greedy,12,39,true,false,false
17,1,21981,FitnessBad0,Greedy,13,45,true,false,false
17,1,32974,FitnessBad0,Greedy,14,51,true,false,false
17,1,63926,FitnessBad0,Greedy,15,56,true,false,false
17,1,71582,FitnessBad0,Greedy,16,60,true,false,false
18,1,5,FitnessBad0,Greedy,8,19,true,false,false
18,1,210,FitnessBad0,Greedy,9,25,true,false,false
18,0,1503,FitnessBad0,Greedy,10,29,true,false,false
18,1,5545,FitnessBad0,Greedy,11,35,true,false,false
18,1,7433,FitnessBad0,Greedy,12,39,true,false,false
18,1,21917,FitnessBad0,Greedy,13,45,true,false,false
18,1,33535,FitnessBad0,Greedy,14,51,true,false,false
18,1,63666,FitnessBad0,Greedy,15,56,true,false,false
18,1,71231,FitnessBad0,Greedy,16,60,true,false,false
19,1,6,FitnessBad0,Greedy,8,19,true,false,false
19,1,207,FitnessBad0,Greedy,9,25,true,false,false
19,0,1579,FitnessBad0,Greedy,10,29,true,false,false
19,1,5644,FitnessBad0,Greedy,11,35,true,false,false
19,1,7173,FitnessBad0,Greedy,12,39,true,false,false
19,1,22039,FitnessBad0,Greedy,13,45,true,false,false
19,1,33558,FitnessBad0,Greedy,14,51,true,false,false
19,1,63935,FitnessBad0,Greedy,15,56,true,false,false
19,1,71215,FitnessBad0,Greedy,16,60,true,false,false
20,1,6,FitnessBad0,Greedy,8,19,true,false,false
20,1,220,FitnessBad0,Greedy,9,25,true,false,false
20,0,1533,FitnessBad0,Greedy,10,29,true,false,false
20,1,5520,FitnessBad0,Greedy,11,35,true,false,false
20,1,7386,FitnessBad0,Greedy,12,39,true,false,false
20,1,21903,FitnessBad0,Greedy,13,45,true,false,false
20,1,33681,FitnessBad0,Greedy,14,51,true,false,false
20,1,64126,FitnessBad0,Greedy,15,56,true,false,false
20,1,71561,FitnessBad0,Greedy,16,60,true,false,false
21,1,7,FitnessBad0,Greedy,8,19,true,false,false
21,1,216,FitnessBad0,Greedy,9,25,true,false,false
21,0,1762,FitnessBad0,Greedy,10,29,true,false,false
21,1,5416,FitnessBad0,Greedy,11,35,true,false,false
21,1,7132,FitnessBad0,Greedy,12,39,true,false,false
21,1,22044,FitnessBad0,Greedy,13,45,true,false,false
21,1,33355,FitnessBad0,Greedy,14,51,true,false,false
21,1,64218,FitnessBad0,Greedy,15,56,true,false,false
21,1,71984,FitnessBad0,Greedy,16,60,true,false,false
22,1,8,FitnessBad0,Greedy,8,19,true,false,false
22,1,197,FitnessBad0,Greedy,9,25,true,false,false
22,0,1642,FitnessBad0,Greedy,10,29,true,false,false
22,1,5755,FitnessBad0,Greedy,11,35,true,false,false
22,1,7243,FitnessBad0,Greedy,12,39,true,false,false
22,1,21811,FitnessBad0,Greedy,13,45,true,false,false
22,1,33829,FitnessBad0,Greedy,14,51,true,false,false
22,1,63942,FitnessBad0,Greedy,15,56,true,false,false
22,1,71680,FitnessBad0,Greedy,16,60,true,false,false
23,1,6,FitnessBad0,Greedy,8,19,true,false,false
23,1,200,FitnessBad0,Greedy,9,25,true,false,false
23,0,1643,FitnessBad0,Greedy,10,29,true,false,false
23,1,5620,FitnessBad0,Greedy,11,35,true,false,false
23,1,7118,FitnessBad0,Greedy,12,39,true,false,false
23,1,21792,FitnessBad0,Greedy,13,45,true,false,false
23,1,33567,FitnessBad0,Greedy,14,51,true,false,false
23,1,63454,FitnessBad0,Greedy,15,56,true,false,false
23,1,71133,FitnessBad0,Greedy,16,60,true,false,false
24,1,0,FitnessBad0,Greedy,8,19,true,false,false
24,1,194,FitnessBad0,Greedy,9,25,true,false,false
24,0,1508,FitnessBad0,Greedy,10,29,true,false,false
24,1,5540,FitnessBad0,Greedy,11,35,true,false,false
24,1,7344,FitnessBad0,Greedy,12,39,true,false,false
24,1,22079,FitnessBad0,Greedy,13,45,true,false,false
24,1,33443,FitnessBad0,Greedy,14,51,true,false,false
24,1,63987,FitnessBad0,Greedy,15,56,true,false,false
24,1,71295,FitnessBad0,Greedy,16,60,true,false,false
25,1,7,FitnessBad0,Greedy,8,19,true,false,false
25,1,173,FitnessBad0,Greedy,9,25,true,false,false
25,0,1470,FitnessBad0,Greedy,10,29,true,false,false
25,1,5433,FitnessBad0,Greedy,11,35,true,false,false
25,1,7137,FitnessBad0,Greedy,12,39,true,false,false
25,1,22020,FitnessBad0,Greedy,13,45,true,false,false
25,1,33809,FitnessBad0,Greedy,14,51,true,false,false
25,1,64135,FitnessBad0,Greedy,15,56,true,false,false
25,1,71397,FitnessBad0,Greedy,16,60,true,false,false
26,1,8,FitnessBad0,Greedy,8,19,true,false,false
26,1,212,FitnessBad0,Greedy,9,25,true,false,false
26,0,1661,FitnessBad0,Greedy,10,29,true,false,false
26,1,5363,FitnessBad0,Greedy,11,35,true,false,false
26,1,7375,FitnessBad0,Greedy,12,39,true,false,false
26,1,22041,FitnessBad0,Greedy,13,45,true,false,false
26,1,33208,FitnessBad0,Greedy,14,51,true,false,false
26,1,63501,FitnessBad0,Greedy,15,56,true,false,false
26,1,71283,FitnessBad0,Greedy,16,60,true,false,false
27,1,14,FitnessBad0,Greedy,8,19,true,false,false
27,1,235,FitnessBad0,Greedy,9,25,true,false,false
27,0,1533,FitnessBad0,Greedy,10,29,true,false,false
27,1,5760,FitnessBad0,Greedy,11,35,true,false,false
27,1,7278,FitnessBad0,Greedy,12,39,true,false,false
27,1,21614,FitnessBad0,Greedy,13,45,true,false,false
27,1,33606,FitnessBad0,Greedy,14,51,true,false,false
27,1,63615,FitnessBad0,Greedy,15,56,true,false,false
27,1,71388,FitnessBad0,Greedy,16,60,true,false,false
28,1,8,FitnessBad0,Greedy,8,19,true,false,false
28,1,218,FitnessBad0,Greedy,9,25,true,false,false
28,0,1601,FitnessBad0,Greedy,10,29,true,false,false
28,1,5649,FitnessBad0,Greedy,11,35,true,false,false
28,1,7197,FitnessBad0,Greedy,12,39,true,false,false
28,1,21780,FitnessBad0,Greedy,13,45,true,false,false
28,1,33851,FitnessBad0,Greedy,14,51,true,false,false
28,1,63855,FitnessBad0,Greedy,15,56,true,false,false
28,1,71993,FitnessBad0,Greedy,16,60,true,false,false
29,1,7,FitnessBad0,Greedy,8,19,true,false,false
29,1,193,FitnessBad0,Greedy,9,25,true,false,false
29,0,1539,FitnessBad0,Greedy,10,29,true,false,false
29,1,5482,FitnessBad0,Greedy,11,35,true,false,false
29,1,7247,FitnessBad0,Greedy,12,39,true,false,false
29,1,21973,FitnessBad0,Greedy,13,45,true,false,false
29,1,33362,FitnessBad0,Greedy,14,51,true,false,false
29,1,63574,FitnessBad0,Greedy,15,56,true,false,false
29,1,72204,FitnessBad0,Greedy,16,60,true,false,false
30,1,6,FitnessBad0,Greedy,8,19,true,false,false
30,1,210,FitnessBad0,Greedy,9,25,true,false,false
30,0,1528,FitnessBad0,Greedy,10,29,true,false,false
30,1,5573,FitnessBad0,Greedy,11,35,true,false,false
30,1,7363,FitnessBad0,Greedy,12,39,true,false,false
30,1,21936,FitnessBad0,Greedy,13,45,true,false,false
30,1,33413,FitnessBad0,Greedy,14,51,true,false,false
30,1,63961,FitnessBad0,Greedy,15,56,true,false,false
30,1,72075,FitnessBad0,Greedy,16,60,true,false,false
1,1,6,FitnessBad0,Greedy,8,19,true,false,false
1,1,188,FitnessBad0,Greedy,9,25,true,false,false
1,0,1454,FitnessBad0,Greedy,10,29,true,false,false
1,1,4372,FitnessBad0,Greedy,11,35,true,false,false
1,1,5758,FitnessBad0,Greedy,12,39,true,false,false
1,1,17259,FitnessBad0,Greedy,13,45,true,false,false
1,1,25936,FitnessBad0,Greedy,14,51,true,false,false
1,1,52410,FitnessBad0,Greedy,15,56,true,false,false
1,1,58211,FitnessBad0,Greedy,16,60,true,false,false
2,1,11,FitnessBad0,Greedy,8,19,true,false,false
2,1,187,FitnessBad0,Greedy,9,25,true,false,false
2,0,1191,FitnessBad0,Greedy,10,29,true,false,false
2,1,4311,FitnessBad0,Greedy,11,35,true,false,false
2,1,5829,FitnessBad0,Greedy,12,39,true,false,false
2,1,17200,FitnessBad0,Greedy,13,45,true,false,false
2,1,26201,FitnessBad0,Greedy,14,51,true,false,false
2,1,51884,FitnessBad0,Greedy,15,56,true,false,false
2,1,57969,FitnessBad0,Greedy,16,60,true,false,false
3,1,10,FitnessBad0,Greedy,8,19,true,false,false
3,1,185,FitnessBad0,Greedy,9,25,true,false,false
3,0,1192,FitnessBad0,Greedy,10,29,true,false,false
3,1,4358,FitnessBad0,Greedy,11,35,true,false,false
3,1,5836,FitnessBad0,Greedy,12,39,true,false,false
3,1,17104,FitnessBad0,Greedy,13,45,true,false,false
3,1,25879,FitnessBad0,Greedy,14,51,true,false,false
3,1,52349,FitnessBad0,Greedy,15,56,true,false,false
3,1,57846,FitnessBad0,Greedy,16,60,true,false,false
4,1,11,FitnessBad0,Greedy,8,19,true,false,false
4,1,190,FitnessBad0,Greedy,9,25,true,false,false
4,0,1194,FitnessBad0,Greedy,10,29,true,false,false
4,1,4374,FitnessBad0,Greedy,11,35,true,false,false
4,1,5893,FitnessBad0,Greedy,12,39,true,false,false
4,1,16988,FitnessBad0,Greedy,13,45,true,false,false
4,1,25861,FitnessBad0,Greedy,14,51,true,false,false
4,1,52060,FitnessBad0,Greedy,15,56,true,false,false
4,1,58318,FitnessBad0,Greedy,16,60,true,false,false
5,1,9,FitnessBad0,Greedy,8,19,true,false,false
5,1,189,FitnessBad0,Greedy,9,25,true,false,false
5,0,1200,FitnessBad0,Greedy,10,29,true,false,false
5,1,4328,FitnessBad0,Greedy,11,35,true,false,false
5,1,5908,FitnessBad0,Greedy,12,39,true,false,false
5,1,17276,FitnessBad0,Greedy,13,45,true,false,false
5,1,26022,FitnessBad0,Greedy,14,51,true,false,false
5,1,52121,FitnessBad0,Greedy,15,56,true,false,false
5,1,58030,FitnessBad0,Greedy,16,60,true,false,false
6,1,13,FitnessBad0,Greedy,8,19,true,false,false
6,1,198,FitnessBad0,Greedy,9,25,true,false,false
6,0,1203,FitnessBad0,Greedy,10,29,true,false,false
6,1,4263,FitnessBad0,Greedy,11,35,true,false,false
6,1,5955,FitnessBad0,Greedy,12,39,true,false,false
6,1,17383,FitnessBad0,Greedy,13,45,true,false,false
6,1,26090,FitnessBad0,Greedy,14,51,true,false,false
6,1,52151,FitnessBad0,Greedy,15,56,true,false,false
6,1,57812,FitnessBad0,Greedy,16,60,true,false,false
7,1,10,FitnessBad0,Greedy,8,19,true,false,false
7,1,184,FitnessBad0,Greedy,9,25,true,false,false
7,0,1195,FitnessBad0,Greedy,10,29,true,false,false
7,1,4362,FitnessBad0,Greedy,11,35,true,false,false
7,1,5886,FitnessBad0,Greedy,12,39,true,false,false
7,1,16935,FitnessBad0,Greedy,13,45,true,false,false
7,1,26244,FitnessBad0,Greedy,14,51,true,false,false
7,1,52161,FitnessBad0,Greedy,15,56,true,false,false
7,1,58562,FitnessBad0,Greedy,16,60,true,false,false
8,1,7,FitnessBad0,Greedy,8,19,true,false,false
8,1,183,FitnessBad0,Greedy,9,25,true,false,false
8,0,1201,FitnessBad0,Greedy,10,29,true,false,false
8,1,4422,FitnessBad0,Greedy,11,35,true,false,false
8,1,5901,FitnessBad0,Greedy,12,39,true,false,false
8,1,17142,FitnessBad0,Greedy,13,45,true,false,false
8,1,26154,FitnessBad0,Greedy,14,51,true,false,false
8,1,52065,FitnessBad0,Greedy,15,56,true,false,false
8,1,58218,FitnessBad0,Greedy,16,60,true,false,false
9,1,5,FitnessBad0,Greedy,8,19,true,false,false
9,1,184,FitnessBad0,Greedy,9,25,true,false,false
9,0,1216,FitnessBad0,Greedy,10,29,true,false,false
9,1,4279,FitnessBad0,Greedy,11,35,true,false,false
9,1,5881,FitnessBad0,Greedy,12,39,true,false,false
9,1,17119,FitnessBad0,Greedy,13,45,true,false,false
9,1,25633,FitnessBad0,Greedy,14,51,true,false,false
9,1,52394,FitnessBad0,Greedy,15,56,true,false,false
9,1,58552,FitnessBad0,Greedy,16,60,true,false,false
10,1,6,FitnessBad0,Greedy,8,19,true,false,false
10,1,197,FitnessBad0,Greedy,9,25,true,false,false
10,0,1316,FitnessBad0,Greedy,10,29,true,false,false
10,1,4293,FitnessBad0,Greedy,11,35,true,false,false
10,1,5866,FitnessBad0,Greedy,12,39,true,false,false
10,1,16948,FitnessBad0,Greedy,13,45,true,false,false
10,1,25953,FitnessBad0,Greedy,14,51,true,false,false
10,1,55069,FitnessBad0,Greedy,15,56,true,false,false
10,1,59576,FitnessBad0,Greedy,16,60,true,false,false
11,1,16,FitnessBad0,Greedy,8,19,true,false,false
11,1,194,FitnessBad0,Greedy,9,25,true,false,false
11,0,1138,FitnessBad0,Greedy,10,29,true,false,false
11,1,4050,FitnessBad0,Greedy,11,35,true,false,false
11,1,5553,FitnessBad0,Greedy,12,39,true,false,false
11,1,16127,FitnessBad0,Greedy,13,45,true,false,false
11,1,25077,FitnessBad0,Greedy,14,51,true,false,false
11,1,52793,FitnessBad0,Greedy,15,56,true,false,false
11,1,58949,FitnessBad0,Greedy,16,60,true,false,false
12,1,8,FitnessBad0,Greedy,8,19,true,false,false
12,1,191,FitnessBad0,Greedy,9,25,true,false,false
12,0,1234,FitnessBad0,Greedy,10,29,true,false,false
12,1,4081,FitnessBad0,Greedy,11,35,true,false,false
12,1,5635,FitnessBad0,Greedy,12,39,true,false,false
12,1,16327,FitnessBad0,Greedy,13,45,true,false,false
12,1,26591,FitnessBad0,Greedy,14,51,true,false,false
12,1,53545,FitnessBad0,Greedy,15,56,true,false,false
12,1,59508,FitnessBad0,Greedy,16,60,true,false,false
13,1,6,FitnessBad0,Greedy,8,19,true,false,false
13,1,193,FitnessBad0,Greedy,9,25,true,false,false
13,0,1227,FitnessBad0,Greedy,10,29,true,false,false
13,1,4233,FitnessBad0,Greedy,11,35,true,false,false
13,1,5936,FitnessBad0,Greedy,12,39,true,false,false
13,1,17277,FitnessBad0,Greedy,13,45,true,false,false
13,1,26515,FitnessBad0,Greedy,14,51,true,false,false
