runId,found,totalTimeMs,fitness,heuristic,nbWires,nbComparators,limit,SUBSUMPTION,FITNESS_RANDOM,VARIANCE_RANDOM
2,0,36239,FitnessMisplacedBitsAverage,Greedy,17,71,600,FALSE,TRUE,TRUE
1,0,49537,FitnessMisplacedBitsAverage,Greedy,17,71,600,TRUE,TRUE,TRUE
2,0,52604,FitnessMisplacedBitsAverage,Greedy,17,71,600,TRUE,TRUE,TRUE
1,0,831830,FitnessHammingDistance,Greedy,17,71,600,false,true,false
2,0,700683,FitnessHammingDistance,Greedy,17,71,600,false,true,false
1,0,723331,FitnessHammingDistance,Greedy,17,71,600,true,true,false
2,0,933755,FitnessHammingDistance,Greedy,17,71,600,true,true,false
1,0,44130,FitnessHammingDistance,Greedy,17,71,600,false,true,true
2,0,66570,FitnessHammingDistance,Greedy,17,71,600,false,true,true
1,0,77409,FitnessHammingDistance,Greedy,17,71,600,true,true,true
2,0,75470,FitnessHammingDistance,Greedy,17,71,600,true,true,true
1,0,65179,FitnessComposite1,Greedy,17,71,600,false,true,false
2,0,74727,FitnessComposite1,Greedy,17,71,600,false,true,false
1,0,95950,FitnessComposite1,Greedy,17,71,600,true,true,false
2,0,95691,FitnessComposite1,Greedy,17,71,600,true,true,false
1,0,82802,FitnessComposite1,Greedy,17,71,600,false,true,true
2,0,82846,FitnessComposite1,Greedy,17,71,600,false,true,true
1,0,81767,FitnessComposite1,Greedy,17,71,600,true,true,true
2,0,75381,FitnessComposite1,Greedy,17,71,600,true,true,true
1,0,111559,FitnessComposite2,Greedy,17,71,600,false,true,false
2,0,57504,FitnessComposite2,Greedy,17,71,600,false,true,false
1,0,53992,FitnessComposite2,Greedy,17,71,600,true,true,false
2,0,70584,FitnessComposite2,Greedy,17,71,600,true,true,false
1,0,64542,FitnessComposite2,Greedy,17,71,600,false,true,true
2,0,70793,FitnessComposite2,Greedy,17,71,600,false,true,true
1,0,71837,FitnessComposite2,Greedy,17,71,600,true,true,true
2,0,74798,FitnessComposite2,Greedy,17,71,600,true,true,true
